Precinct ID,County,Precinct Code,Precinct Name,Polling Location,Location Description,Address,City,Zip,Polling Location Contact Info,Authenticating Authority*,Date Authenticated*,Authority Contact Info,Address
1388710,Gilpin,2161324006,2161324006,,,,,,,,,,674 Lower Travis Gulch Rd Black Hawk CO 
1388710,Gilpin,2161324006,2161324006,,,,,,,,,,805 Bobcat Trl Golden CO 
1388723,Gunnison,3056126001,3056126001,,,,,,,,,,27711 County Road 12 Somerset CO 
1388723,Gunnison,3056126001,3056126001,,,,,,,,,,18207 Highway 133 Somerset CO 
1388724,Gunnison,3056126002,3056126002,,,,,,,,,,30018 Highway 133 Carbondale CO 
1388724,Gunnison,3056126002,3056126002,,,,,,,,,,147 Alpine St Redstone CO 
1388725,Gunnison,3056126003,3056126003,,,,,,,,,,619 Gothic Rd Crested Butte CO 
1388725,Gunnison,3056126003,3056126003,,,,,,,,,,203 Butte Ave Crested Butte CO 
1388726,Gunnison,3056126004,3056126004,,,,,,,,,,18 Crystal Rd Mt Crested Butte CO 
1388726,Gunnison,3056126004,3056126004,,,,,,,,,,11 Hunter Hill Rd Crested Butte CO 
1388727,Gunnison,3056126005,3056126005,,,,,,,,,,7 Whetstone Dr Crested Butte CO 
1388727,Gunnison,3056126005,3056126005,,,,,,,,,,334 Teocalli Rd Crested Butte CO 
1388728,Gunnison,3056126006,3056126006,,,,,,,,,,56 Overlook Dr Gunnison CO 
1388728,Gunnison,3056126006,3056126006,,,,,,,,,,89 Mountain View Rd Almont CO 
1388729,Gunnison,3056126007,3056126007,,,,,,,,,,651 Seneca Dr Gunnison CO 
1388729,Gunnison,3056126007,3056126007,,,,,,,,,,46 Apache Rd Gunnison CO 
1388733,Gunnison,3056126011,3056126011,,,,,,,,,,9217 County Road 76 Parlin CO 
1388733,Gunnison,3056126011,3056126011,,,,,,,,,,9102 County Road 76 Ohio City CO 
1389104,La Plata,3065934001,3065934001,,,,,,,,,,115 E 6th Ave Durango CO 
1389104,La Plata,3065934001,3065934001,,,,,,,,,,536 E 5th St Durango CO 
1389105,La Plata,3065934002,3065934002,,,,,,,,,,863 E 5th Ave Durango CO 
1389105,La Plata,3065934002,3065934002,,,,,,,,,,432 E 10th St Durango CO 
1389106,La Plata,3065934003,3065934003,,,,,,,,,,1125 E 4th Ave Durango CO 
1389106,La Plata,3065934003,3065934003,,,,,,,,,,1401 E 3rd Ave Durango CO 
1389107,La Plata,3065934004,3065934004,,,,,,,,,,610 Valentine Dr Durango CO 
1389107,La Plata,3065934004,3065934004,,,,,,,,,,2012 Crestview Dr Durango CO 
1389108,La Plata,3065934005,3065934005,,,,,,,,,,2403 Columbine Dr Durango CO 
1389108,La Plata,3065934005,3065934005,,,,,,,,,,108 Conejo Pl Durango CO 
1389109,La Plata,3065934006,3065934006,,,,,,,,,,2570 W 2nd Ave Durango CO 
1389109,La Plata,3065934006,3065934006,,,,,,,,,,7954 Falls Creek Main Durango CO 
1389110,La Plata,3065934007,3065934007,,,,,,,,,,288 Animas View Dr Durango CO 
1389110,La Plata,3065934007,3065934007,,,,,,,,,,590 Animas View Dr Durango CO 
1389111,La Plata,3065934008,3065934008,,,,,,,,,,3190 E Animas Village Dr Durango CO 
1389111,La Plata,3065934008,3065934008,,,,,,,,,,1206 Florida Rd Durango CO 
1389112,La Plata,3065934009,3065934009,,,,,,,,,,38 Folsom Pl Durango CO 
1389112,La Plata,3065934009,3065934009,,,,,,,,,,2521 Colorado Ave Durango CO 
1389113,La Plata,3065934010,3065934010,,,,,,,,,,2250 W 3rd Ave Durango CO 
1389113,La Plata,3065934010,3065934010,,,,,,,,,,1825 W 3rd Ave Durango CO 
1389114,La Plata,3065934011,3065934011,,,,,,,,,,11020 County Road 105 Mancos CO 
1389114,La Plata,3065934011,3065934011,,,,,,,,,,1148 Miramonte Dr Hesperus CO 
1389115,La Plata,3065934012,3065934012,,,,,,,,,,39 Peach Tree Pl Durango CO 
1389115,La Plata,3065934012,3065934012,,,,,,,,,,397 Trimble Crossing Dr Durango CO 
1389116,La Plata,3065934013,3065934013,,,,,,,,,,156 Ute Pl Durango CO 
1389116,La Plata,3065934013,3065934013,,,,,,,,,,712 Eagle Pass Durango CO 
1389117,La Plata,3065934014,3065934014,,,,,,,,,,114 Edgemont Highlands Pass Durango CO 
1389117,La Plata,3065934014,3065934014,,,,,,,,,,12049 County Road 502 Bayfield CO 
1389118,La Plata,3065934015,3065934015,,,,,,,,,,2669 County Road 500 Bayfield CO 
1389118,La Plata,3065934015,3065934015,,,,,,,,,,82 Ponderosa Rd Bayfield CO 
1389119,La Plata,3065934016,3065934016,,,,,,,,,,584 Horse Thief Ln Durango CO 
1389119,La Plata,3065934016,3065934016,,,,,,,,,,4521 County Road 203 Durango CO 
1389120,La Plata,3065934017,3065934017,,,,,,,,,,137 Deer Valley Rd Hesperus CO 
1389120,La Plata,3065934017,3065934017,,,,,,,,,,11752 W Us Highway Durango CO 
1389121,La Plata,3065934018,3065934018,,,,,,,,,,34706 Us Highway 160 Bayfield CO 
1389121,La Plata,3065934018,3065934018,,,,,,,,,,5960 County Road 234 Durango CO 
1389122,La Plata,3065934019,3065934019,,,,,,,,,,44 Red Rooster Rd Durango CO 
1389122,La Plata,3065934019,3065934019,,,,,,,,,,3860 County Road 223 Durango CO 
1389123,La Plata,3065934020,3065934020,,,,,,,,,,190 E East Dr Bayfield CO 
1389123,La Plata,3065934020,3065934020,,,,,,,,,,5051 County Road 521 Ignacio CO 
1389124,La Plata,3065934021,3065934021,,,,,,,,,,1034 N Rainbow Rd Durango CO 
1389124,La Plata,3065934021,3065934021,,,,,,,,,,1034 N Rainbow Rd Durango CO 
1389125,La Plata,3065934022,3065934022,,,,,,,,,,21 Valley Ct Durango CO 
1389125,La Plata,3065934022,3065934022,,,,,,,,,,21 Valley Ct Durango CO 
1389126,La Plata,3065934023,3065934023,,,,,,,,,,758 Prospect Dr Durango CO 
1389126,La Plata,3065934023,3065934023,,,,,,,,,,1887 Ferry Bread Ave Ignacio CO 
1389127,La Plata,3065934024,3065934024,,,,,,,,,,1246 Highway 550 Durango CO 
1389127,La Plata,3065934024,3065934024,,,,,,,,,,1246 Highway 550 Durango CO 
1389128,La Plata,3065934025,3065934025,,,,,,,,,,86 Gypsy Ln Bayfield CO 
1389128,La Plata,3065934025,3065934025,,,,,,,,,,1894 County Road 523 Bayfield CO 
1389129,La Plata,3065934026,3065934026,,,,,,,,,,572 Meadowbrook Dr Bayfield CO 
1389129,La Plata,3065934026,3065934026,,,,,,,,,,556 E Willow Bayfield CO 
1389130,La Plata,3065934027,3065934027,,,,,,,,,,555 Rivergate Durango CO 
1389130,La Plata,3065934027,3065934027,,,,,,,,,,555 Rivergate Durango CO 
1389131,La Plata,3065934028,3065934028,,,,,,,,,,55 Westwood Pl Durango CO 
1389131,La Plata,3065934028,3065934028,,,,,,,,,,293 Aspen Dr Durango CO 
1389132,La Plata,3065934029,3065934029,,,,,,,,,,454 Academy Dr Durango CO 
1389132,La Plata,3065934029,3065934029,,,,,,,,,,314 N Tamarron Dr Durango CO 
1389133,La Plata,3065934030,3065934030,,,,,,,,,,14 La Questa Dr Durango CO 
1389133,La Plata,3065934030,3065934030,,,,,,,,,,217 Jenkins Ranch Rd Durango CO 
1389316,Logan,4016538001,4016538001,,,,,,,,,,333 Delaware St Sterling CO 
1389316,Logan,4016538001,4016538001,,,,,,,,,,510 California St Sterling CO 
1389317,Logan,4016538002,4016538002,,,,,,,,,,819 Cleveland St Sterling CO 
1389317,Logan,4016538002,4016538002,,,,,,,,,,419 Cleveland St Sterling CO 
1389318,Logan,4016538003,4016538003,,,,,,,,,,107 Beech St Sterling CO 
1389318,Logan,4016538003,4016538003,,,,,,,,,,610 Elm St Sterling CO 
1389319,Logan,4016538004,4016538004,,,,,,,,,,1331 Platte St Sterling CO 
1389319,Logan,4016538004,4016538004,,,,,,,,,,209 N 8th Ave Sterling CO 
1389320,Logan,4016538005,4016538005,,,,,,,,,,832 Phelps St Sterling CO 
1389320,Logan,4016538005,4016538005,,,,,,,,,,228 Denver St Sterling CO 
1389321,Logan,4016538006,4016538006,,,,,,,,,,603 Park St Sterling CO 
1389321,Logan,4016538006,4016538006,,,,,,,,,,1006 S Division Ave Sterling CO 
1389322,Logan,4016538007,4016538007,,,,,,,,,,1515 S 11th Ave Sterling CO 
1389322,Logan,4016538007,4016538007,,,,,,,,,,1119 Westview Ct Sterling CO 
1389323,Logan,4016538008,4016538008,,,,,,,,,,17880 County Road 16 Atwood CO 
1389323,Logan,4016538008,4016538008,,,,,,,,,,14042 Greenway Dr Sterling CO 
1389324,Logan,4016538009,4016538009,,,,,,,,,,109 Crestmore Rd Sterling CO 
1389324,Logan,4016538009,4016538009,,,,,,,,,,13302 County Road 35.5 Sterling CO 
1389325,Logan,4016538010,4016538010,,,,,,,,,,7655 7th St Atwood CO 
1389325,Logan,4016538010,4016538010,,,,,,,,,,7510 5th St Atwood CO 
1389326,Logan,4016538011,4016538011,,,,,,,,,,17843 County Road 3.5 Merino CO 
1389326,Logan,4016538011,4016538011,,,,,,,,,,12963 Desert Dr Sterling CO 
1389327,Logan,4016538012,4016538012,,,,,,,,,,29501 County Road 490 Iliff CO 
1389327,Logan,4016538012,4016538012,,,,,,,,,,34515 County Road 11 Padroni CO 
1389328,Logan,4016538013,4016538013,,,,,,,,,,32920 County Road 38 Fleming CO 
1389328,Logan,4016538013,4016538013,,,,,,,,,,22857 Highway 138 Sterling CO 
1389329,Logan,4016538014,4016538014,,,,,,,,,,36105 County Road 74 Peetz CO 
1389329,Logan,4016538014,4016538014,,,,,,,,,,35224 County Road 74 Peetz CO 
1389330,Logan,4016538015,4016538015,,,,,,,,,,15883 County Road 95 Haxtun CO 
1389330,Logan,4016538015,4016538015,,,,,,,,,,20823 County Road 89 Haxtun CO 
1389331,Logan,4016538016,4016538016,,,,,,,,,,44176 County Road 14 Haxtun CO 
1389331,Logan,4016538016,4016538016,,,,,,,,,,431 County Road 87 Haxtun CO 
1389332,Mesa,3075439001,3075439001,,,,,,,,,,1224 O 1/2 Rd Loma CO 
1389332,Mesa,3075439001,3075439001,,,,,,,,,,1320 N 19th St Grand Junction CO 
1389333,Mesa,3075439002,3075439002,,,,,,,,,,1507 M 1/4 Rd Loma CO 
1389333,Mesa,3075439002,3075439002,,,,,,,,,,1640 17 Rd Loma CO 
1389334,Mesa,3075439003,3075439003,,,,,,,,,,129 Sierra Dr Fruita CO 
1389334,Mesa,3075439003,3075439003,,,,,,,,,,692 Pinyon Dr Fruita CO 
1389335,Mesa,3075439004,3075439004,,,,,,,,,,241 S Elm St Fruita CO 
1389335,Mesa,3075439004,3075439004,,,,,,,,,,704 E Aspen Ave Fruita CO 
1389336,Mesa,3075439005,3075439005,,,,,,,,,,1417 Aquarius Ave Fruita CO 
1389336,Mesa,3075439005,3075439005,,,,,,,,,,1374 Powell St Fruita CO 
1389337,Mesa,3075439006,3075439006,,,,,,,,,,1926 Sage Creek Rd Fruita CO 
1389337,Mesa,3075439006,3075439006,,,,,,,,,,178 Glenhaven St Fruita CO 
1389338,Mesa,3075439007,3075439007,,,,,,,,,,1752 Broadway Grand Junction CO 
1389338,Mesa,3075439007,3075439007,,,,,,,,,,1337 I 1/2 Rd Fruita CO 
1389339,Mesa,3075439008,3075439008,,,,,,,,,,706 Woodland Country Dr Grand Junction CO 
1389339,Mesa,3075439008,3075439008,,,,,,,,,,1974 S Broadway Grand Junction CO 
1389340,Mesa,3075439009,3075439009,,,,,,,,,,2332 Monument Rd Grand Junction CO 
1389340,Mesa,3075439009,3075439009,,,,,,,,,,300 Little Park Rd Grand Junction CO 
1389341,Mesa,3075439010,3075439010,,,,,,,,,,2865 Sharon Pl Grand Junction CO 
1389341,Mesa,3075439010,3075439010,,,,,,,,,,2907 Highway 50 Grand Junction CO 
1389342,Mesa,3075439011,3075439011,,,,,,,,,,43200 Highway 141 Gateway CO 
1389342,Mesa,3075439011,3075439011,,,,,,,,,,27209 Highway 141 Whitewater CO 
1389343,Mesa,3075439012,3075439012,,,,,,,,,,707 Reeder Mesa Rd Whitewater CO 
1389343,Mesa,3075439012,3075439012,,,,,,,,,,302 John Brown Rd Gateway CO 
1389344,Mesa,3075439013,3075439013,,,,,,,,,,350 29 Rd Grand Junction CO 
1389344,Mesa,3075439013,3075439013,,,,,,,,,,2847 Oxford Ave Grand Junction CO 
1389345,Mesa,3075439014,3075439014,,,,,,,,,,351 Vino Tinto Ln Palisade CO 
1389345,Mesa,3075439014,3075439014,,,,,,,,,,3182 B 1/2 Rd Grand Junction CO 
1389346,Mesa,3075439015,3075439015,,,,,,,,,,3279 Valley View Dr Grand Junction CO 
1389346,Mesa,3075439015,3075439015,,,,,,,,,,3548 E 1/2 Rd Palisade CO 
1389347,Mesa,3075439016,3075439016,,,,,,,,,,57804 M E 3/4 Rd Collbran CO 
1389347,Mesa,3075439016,3075439016,,,,,,,,,,12711 55 Rd Collbran CO 
1389348,Mesa,3075439017,3075439017,,,,,,,,,,42707 Highway 65 Mesa CO 
1389348,Mesa,3075439017,3075439017,,,,,,,,,,43285 Highway 65 Mesa CO 
1389349,Mesa,3075439018,3075439018,,,,,,,,,,54022 Highway 330 Collbran CO 
1389349,Mesa,3075439018,3075439018,,,,,,,,,,15527 57 1/2 Rd Collbran CO 
1389350,Mesa,3075439019,3075439019,,,,,,,,,,2269 Housetop Mountain Rd Parachute CO 
1389350,Mesa,3075439019,3075439019,,,,,,,,,,3100 County Road 306 Parachute CO 
1389351,Mesa,3075439020,3075439020,,,,,,,,,,930 Iowa Ave Palisade CO 
1389351,Mesa,3075439020,3075439020,,,,,,,,,,3472 F Rd Clifton CO 
1389352,Mesa,3075439021,3075439021,,,,,,,,,,3324 S Highland Dr Clifton CO 
1389352,Mesa,3075439021,3075439021,,,,,,,,,,3195 F Rd Grand Junction CO 
1389353,Mesa,3075439022,3075439022,,,,,,,,,,515 Delicious Dr Clifton CO 
1389353,Mesa,3075439022,3075439022,,,,,,,,,,3334 E 1/4 Rd Clifton CO 
1389354,Mesa,3075439023,3075439023,,,,,,,,,,424 32 Rd Clifton CO 
1389354,Mesa,3075439023,3075439023,,,,,,,,,,437 Countryside Ln Grand Junction CO 
1389355,Mesa,3075439024,3075439024,,,,,,,,,,3209 Emerald Ct Clifton CO 
1389355,Mesa,3075439024,3075439024,,,,,,,,,,484 Casey Way Grand Junction CO 
1389356,Mesa,3075439025,3075439025,,,,,,,,,,3049 Bookcliff Ave Grand Junction CO 
1389356,Mesa,3075439025,3075439025,,,,,,,,,,524 Sabra St Grand Junction CO 
1389357,Mesa,3075439026,3075439026,,,,,,,,,,541 29 1/2 Rd Grand Junction CO 
1389357,Mesa,3075439026,3075439026,,,,,,,,,,513 Amys Way Grand Junction CO 
1389358,Mesa,3075439027,3075439027,,,,,,,,,,3267 F 1/2 Rd Clifton CO 
1389358,Mesa,3075439027,3075439027,,,,,,,,,,3305 F 1/2 Rd Clifton CO 
1389359,Mesa,3075439028,3075439028,,,,,,,,,,885 26 1/2 Rd Grand Junction CO 
1389359,Mesa,3075439028,3075439028,,,,,,,,,,940 26 Rd Grand Junction CO 
1389360,Mesa,3075439029,3075439029,,,,,,,,,,2066 16 Rd Loma CO 
1389360,Mesa,3075439029,3075439029,,,,,,,,,,526 Lois Dr Fruita CO 
1389367,Mesa,3075539036,3075539036,,,,,,,,,,2179 Overlook Rd Grand Junction CO 
1389367,Mesa,3075539036,3075539036,,,,,,,,,,2173 Buffalo Dr Grand Junction CO 
1389368,Mesa,3075539037,3075539037,,,,,,,,,,2339 Rattlesnake Ct Grand Junction CO 
1389368,Mesa,3075539037,3075539037,,,,,,,,,,2299 Grande Cache Ct Grand Junction CO 
1389369,Mesa,3075539038,3075539038,,,,,,,,,,422 Sandstone Dr Grand Junction CO 
1389369,Mesa,3075539038,3075539038,,,,,,,,,,2417 N Crystal Ct Grand Junction CO 
1389370,Mesa,3075539039,3075539039,,,,,,,,,,347 Hill Ave Grand Junction CO 
1389370,Mesa,3075539039,3075539039,,,,,,,,,,1057 Ouray Ave Grand Junction CO 
1389371,Mesa,3075539040,3075539040,,,,,,,,,,685 26 Rd Grand Junction CO 
1389371,Mesa,3075539040,3075539040,,,,,,,,,,641 26 Rd Grand Junction CO 
1389372,Mesa,3075539041,3075539041,,,,,,,,,,722 Hemlock Dr Grand Junction CO 
1389372,Mesa,3075539041,3075539041,,,,,,,,,,2638 Hickory Dr Grand Junction CO 
1389373,Mesa,3075539042,3075539042,,,,,,,,,,661 Larkspur Ln Grand Junction CO 
1389373,Mesa,3075539042,3075539042,,,,,,,,,,719 Centauri Dr Grand Junction CO 
1389374,Mesa,3075539043,3075539043,,,,,,,,,,1340 E Sherwood Dr Grand Junction CO 
1389374,Mesa,3075539043,3075539043,,,,,,,,,,155 Willowbrook Rd Grand Junction CO 
1389375,Mesa,3075539044,3075539044,,,,,,,,,,2131 N 9th St Grand Junction CO 
1389375,Mesa,3075539044,3075539044,,,,,,,,,,1815 Venetian Dr Grand Junction CO 
1389376,Mesa,3075539045,3075539045,,,,,,,,,,1805 N 15th St Grand Junction CO 
1389376,Mesa,3075539045,3075539045,,,,,,,,,,1739 N 17th St Grand Junction CO 
1389377,Mesa,3075539046,3075539046,,,,,,,,,,2756 Patterson Rd Grand Junction CO 
1389377,Mesa,3075539046,3075539046,,,,,,,,,,2680 N 15th St Grand Junction CO 
1389378,Mesa,3075539047,3075539047,,,,,,,,,,2640 Beech Ct Grand Junction CO 
1389378,Mesa,3075539047,3075539047,,,,,,,,,,2700 G Rd Grand Junction CO 
1389379,Mesa,3075539048,3075539048,,,,,,,,,,776 Horizon Dr Grand Junction CO 
1389379,Mesa,3075539048,3075539048,,,,,,,,,,2938 W Erika Ct Grand Junction CO 
1389380,Mesa,3075539049,3075539049,,,,,,,,,,511 29 Rd Grand Junction CO 
1389380,Mesa,3075539049,3075539049,,,,,,,,,,611 Arapahoe Way Grand Junction CO 
1389381,Mesa,3075539050,3075539050,,,,,,,,,,645 Mount Julian Dr Grand Junction CO 
1389381,Mesa,3075539050,3075539050,,,,,,,,,,2909 Dawn Dr Grand Junction CO 
1389382,Mesa,3075539051,3075539051,,,,,,,,,,606 Starlight Dr Grand Junction CO 
1389382,Mesa,3075539051,3075539051,,,,,,,,,,3006 Ronlin Ct Grand Junction CO 
1389383,Mesa,3075539052,3075539052,,,,,,,,,,3107 Mountain Brook Dr Grand Junction CO 
1389383,Mesa,3075539052,3075539052,,,,,,,,,,3166 Cross Canyon Ln Grand Junction CO 
1389384,Mesa,3075539053,3075539053,,,,,,,,,,520 Florence Rd Grand Junction CO 
1389384,Mesa,3075539053,3075539053,,,,,,,,,,495 Fruitwood Dr Grand Junction CO 
1389385,Mesa,3075539054,3075539054,,,,,,,,,,410 Broken Arrow Dr Grand Junction CO 
1389385,Mesa,3075539054,3075539054,,,,,,,,,,1928 Grand Ave Grand Junction CO 
1389386,Mesa,3075539055,3075539055,,,,,,,,,,1756 Christopher Ct Grand Junction CO 
1389386,Mesa,3075539055,3075539055,,,,,,,,,,1925 David St Grand Junction CO 
1389387,Mesa,3075539056,3075539056,,,,,,,,,,2828 Pitchblend Ct Grand Junction CO 
1389387,Mesa,3075539056,3075539056,,,,,,,,,,2842 Kelso Mesa Dr Grand Junction CO 
1389388,Mesa,3075539057,3075539057,,,,,,,,,,199 Winter Hawk Dr Grand Junction CO 
1389388,Mesa,3075539057,3075539057,,,,,,,,,,2919 Brook View Ln Grand Junction CO 
1389415,Moffat,3085741001,3085741001,,,,,,,,,,258 County Road 204 Craig CO 
1389415,Moffat,3085741001,3085741001,,,,,,,,,,1751 County Road 15 Craig CO 
1389416,Moffat,3085741002,3085741002,,,,,,,,,,337 Ranney St Craig CO 
1389416,Moffat,3085741002,3085741002,,,,,,,,,,2800 E Highway 40 Craig CO 
1389417,Moffat,3085741003,3085741003,,,,,,,,,,5712 County Road 29 Craig CO 
1389417,Moffat,3085741003,3085741003,,,,,,,,,,11388 County Road 101 Slater CO 
1389418,Moffat,3085741004,3085741004,,,,,,,,,,1318 Highway 318 Maybell CO 
1389418,Moffat,3085741004,3085741004,,,,,,,,,,983 County Road 75 Craig CO 
1389419,Moffat,3085741005,3085741005,,,,,,,,,,580 7th Ave W Craig CO 
1389419,Moffat,3085741005,3085741005,,,,,,,,,,261 Field St Craig CO 
1389420,Moffat,3085741006,3085741006,,,,,,,,,,971 County Road 19 Hamilton CO 
1389420,Moffat,3085741006,3085741006,,,,,,,,,,68 Collom Ct Maybell CO 
1389421,Moffat,3085741007,3085741007,,,,,,,,,,1114 School St Craig CO 
1389421,Moffat,3085741007,3085741007,,,,,,,,,,1474 Yampa Ave Craig CO 
1389422,Moffat,3085741008,3085741008,,,,,,,,,,605 Old Mine Rd Dinosaur CO 
1389422,Moffat,3085741008,3085741008,,,,,,,,,,811 Morrison Ave Dinosaur CO 
1389423,Moffat,3085741009,3085741009,,,,,,,,,,1010 E 7th St Craig CO 
1389423,Moffat,3085741009,3085741009,,,,,,,,,,807 Legion St Craig CO 
1389424,Moffat,3085741010,3085741010,,,,,,,,,,474 Highway 317 Hamilton CO 
1389424,Moffat,3085741010,3085741010,,,,,,,,,,1260 County Road 39 Hamilton CO 
1389425,Moffat,3085741011,3085741011,,,,,,,,,,925 W 1st St Craig CO 
1389425,Moffat,3085741011,3085741011,,,,,,,,,,866 Villa View Dr Craig CO 
1389426,Moffat,3085741012,3085741012,,,,,,,,,,848 Russell St Craig CO 
1389426,Moffat,3085741012,3085741012,,,,,,,,,,721 Yampa Ave Craig CO 
1389427,Moffat,3085741013,3085741013,,,,,,,,,,845 Pershing St Craig CO 
1389427,Moffat,3085741013,3085741013,,,,,,,,,,880 Barclay St Craig CO 
1389428,Montezuma,3065842001,3065842001,,,,,,,,,,18999 Road X Lewis CO 
1389428,Montezuma,3065842001,3065842001,,,,,,,,,,23180 Highway 491 Yellow Jacket CO 
1389429,Montezuma,3065842002,3065842002,,,,,,,,,,14493 Road 31 Mancos CO 
1389429,Montezuma,3065842002,3065842002,,,,,,,,,,31528 Road S Mancos CO 
1389430,Montezuma,3065842003,3065842003,,,,,,,,,,16107 Highway 491 Cortez CO 
1389430,Montezuma,3065842003,3065842003,,,,,,,,,,15839 Road 25 Dolores CO 
1389431,Montezuma,3065842004,3065842004,,,,,,,,,,24826 Road L Cortez CO 
1389431,Montezuma,3065842004,3065842004,,,,,,,,,,12142 Road 23.25 Cortez CO 
1389432,Montezuma,3065842005,3065842005,,,,,,,,,,29461 Road L Mancos CO 
1389432,Montezuma,3065842005,3065842005,,,,,,,,,,8201 Road 29.4 Loop Cortez CO 
1389433,Montezuma,3065842006,3065842006,,,,,,,,,,15295 Road G Cortez CO 
1389433,Montezuma,3065842006,3065842006,,,,,,,,,,15295 Road G Cortez CO 
1389439,Montrose,3065843001,3065843001,,,,,,,,,,1227 Orchard Rd Montrose CO 
1389439,Montrose,3065843001,3065843001,,,,,,,,,,63016 Newport Dr Montrose CO 
1389440,Montrose,3065843002,3065843002,,,,,,,,,,16004 Transfer Rd Olathe CO 
1389440,Montrose,3065843002,3065843002,,,,,,,,,,16004 Transfer Rd Olathe CO 
1389441,Montrose,3065843003,3065843003,,,,,,,,,,421 W Main St Montrose CO 
1389441,Montrose,3065843003,3065843003,,,,,,,,,,626 N 4th St Montrose CO 
1389442,Montrose,3065843004,3065843004,,,,,,,,,,737 S 10th St Montrose CO 
1389442,Montrose,3065843004,3065843004,,,,,,,,,,1505 Bristol Dr Montrose CO 
1389443,Montrose,3065843005,3065843005,,,,,,,,,,576 W 6th Ave Nucla CO 
1389443,Montrose,3065843005,3065843005,,,,,,,,,,27864 Bb Rd Nucla CO 
1389444,Montrose,3065843006,3065843006,,,,,,,,,,2695 Iris Ct Montrose CO 
1389444,Montrose,3065843006,3065843006,,,,,,,,,,2807 Stoney Creek Ln Montrose CO 
1389445,Montrose,3065843007,3065843007,,,,,,,,,,8 Columbia Way Montrose CO 
1389445,Montrose,3065843007,3065843007,,,,,,,,,,134 S 2nd St Montrose CO 
1389446,Montrose,3065843008,3065843008,,,,,,,,,,420 Palmer Ave Naturita CO 
1389446,Montrose,3065843008,3065843008,,,,,,,,,,31366 Ee26 Rd Naturita CO 
1389447,Montrose,3065843009,3065843009,,,,,,,,,,115 Pullman St Montrose CO 
1389447,Montrose,3065843009,3065843009,,,,,,,,,,2550 Silver Way Montrose CO 
1389448,Montrose,3065843010,3065843010,,,,,,,,,,25653 Y9 Rd Bedrock CO 
1389448,Montrose,3065843010,3065843010,,,,,,,,,,9762 X Rd Bedrock CO 
1389449,Montrose,3065843011,3065843011,,,,,,,,,,80126 Highway 92 Maher CO 
1389449,Montrose,3065843011,3065843011,,,,,,,,,,80126 Highway 92 Maher CO 
1389450,Montrose,3065843012,3065843012,,,,,,,,,,1901 5100 Rd Delta CO 
1389450,Montrose,3065843012,3065843012,,,,,,,,,,51241 Cactus Trl Delta CO 
1389451,Montrose,3065843013,3065843013,,,,,,,,,,58433 Ida Rd Montrose CO 
1389451,Montrose,3065843013,3065843013,,,,,,,,,,212 Roubideau Canyon Rd Delta CO 
1389452,Montrose,3065843014,3065843014,,,,,,,,,,1650 Church St Montrose CO 
1389452,Montrose,3065843014,3065843014,,,,,,,,,,2713 Abrams Ave Montrose CO 
1389453,Montrose,3065843015,3065843015,,,,,,,,,,32001 Gg47 Rd Norwood CO 
1389453,Montrose,3065843015,3065843015,,,,,,,,,,57853 Beaver Run Montrose CO 
1389454,Montrose,3065843016,3065843016,,,,,,,,,,38520 Highway 145 Norwood CO 
1389454,Montrose,3065843016,3065843016,,,,,,,,,,33875 Highway 145 Redvale CO 
1389455,Montrose,3065843017,3065843017,,,,,,,,,,1245 Manchester Dr Montrose CO 
1389455,Montrose,3065843017,3065843017,,,,,,,,,,1811 Pavilion Dr Montrose CO 
1389456,Montrose,3065843018,3065843018,,,,,,,,,,65311 Solar Heights Ct Montrose CO 
1389456,Montrose,3065843018,3065843018,,,,,,,,,,23400 Horsefly Rd Montrose CO 
1389457,Montrose,3065843019,3065843019,,,,,,,,,,14706 5875 Rd Montrose CO 
1389457,Montrose,3065843019,3065843019,,,,,,,,,,14914 6000 Rd Montrose CO 
1389458,Montrose,3065843020,3065843020,,,,,,,,,,1288 Haystack Rd Montrose CO 
1389458,Montrose,3065843020,3065843020,,,,,,,,,,220 N Stough Ave Montrose CO 
1389459,Montrose,3065843021,3065843021,,,,,,,,,,60480 Gunnison Rd Olathe CO 
1389459,Montrose,3065843021,3065843021,,,,,,,,,,59826 Gunnison Rd Olathe CO 
1389460,Montrose,3065843022,3065843022,,,,,,,,,,65845 Otter Rd Montrose CO 
1389460,Montrose,3065843022,3065843022,,,,,,,,,,1757 Roxie Dr Montrose CO 
1389461,Montrose,3065843023,3065843023,,,,,,,,,,2241 Hill St Montrose CO 
1389461,Montrose,3065843023,3065843023,,,,,,,,,,3007 W Fox Park St Montrose CO 
1389462,Montrose,3065843024,3065843024,,,,,,,,,,2641 Glen Mor Dr Montrose CO 
1389462,Montrose,3065843024,3065843024,,,,,,,,,,2851 Star Ridge Ct Montrose CO 
1389463,Montrose,3065843025,3065843025,,,,,,,,,,16386 6800 Rd Montrose CO 
1389463,Montrose,3065843025,3065843025,,,,,,,,,,82800 Q 83 Rd Cimarron CO 
1389464,Montrose,3065843026,3065843026,,,,,,,,,,616 Badger Ct Montrose CO 
1389464,Montrose,3065843026,3065843026,,,,,,,,,,3832 Mount Hayden Dr Montrose CO 
1389465,Montrose,3065843027,3065843027,,,,,,,,,,62880 Lasalle Rd Montrose CO 
1389465,Montrose,3065843027,3065843027,,,,,,,,,,62880 Lasalle Rd Montrose CO 
